"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"940",7856561,"mid","F","BGD HIGH","Y","N",1190,200508,"High","High","Mid",200602,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"941",7802594,"mid","F","BGD HIGH","Y","N",1110,200508,"High","High","High",200602,"High","High","On Campus","1",138,"high","No Information","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,1
"942",7780519,"mid","F","BGD MID","Y","N",1190,200508,"High","High","High",200602,"High","High","Off Campus","1",0,"high","Other/Unknown","College/Beyond","Bachelors","mid","high","high","high","mid","mid","low","mid",1,1
"943",7792783,"mid","M","BGD HIGH","Y","N",1070,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"944",8000265,"mid","F","BGD MID","Y","N",910,200608,"High","High","High",200702,"High","High","On Campus","1",59,"low","High School","Other/Unknown","Bachelors","mid","high","high","high","mid","mid","mid","high",1,1
"945",8010489,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","mid","high","low",1,1
"946",7758827,"mid","F","BGD HIGH","Y","N",1300,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","high","high","high","high","low","low","low","low",1,1
"947",8002831,"mid","M","BGD HIGH","Y","N",1190,200608,"High","High","High",200702,"High","High","Off Campus","1",138,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","mid","mid","low",1,1
"948",7960344,"mid","M","BGD HIGH","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",150,"low","No Information","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,0.923076923076923
"949",7959586,"mid","F","BGD HIGH","Y","N",970,200708,"High","High","High",200802,"High","High","On Campus","1",150,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"950",7922453,"mid","F","BGD MID","Y","N",1030,200808,"High","High","High",200902,"High","High","On Campus","1",150,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"951",7977102,"mid","M","BGD HIGH","Y","N",1190,200808,"High","High","High",200902,"High","High","Off Campus","1",150,"low","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","mid","high","mid","high",1,1
"952",7804498,"mid","M","BGD HIGH","Y","N",970,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"mid","High School","High School","Bachelors","mid","high","high","high","low","mid","low","low",1,1
"953",8028968,"mid","F","BGD HIGH","Y","N",640,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",0.8,1
"954",7868711,"mid","M","BGD HIGH","Y","N",1030,201008,"High","High","High",201102,"High","High","On Campus","1",69,"mid","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.923076923076923,0.923076923076923
"955",7945518,"mid","F","BGD MID","Y","N",990,201008,"High","High","High",201102,"High","High","Off Campus","1",0,"high","High School","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",1,1
"956",7820236,"mid","F","BGD MID","Y","N",990,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","mid","high","mid","mid",1,1
"957",7847650,"mid","F","BGD HIGH","N","Y",970,200908,"High","High","High",201002,"High","High","On Campus","0",99.8251851851852,"mid","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,0.882352941176471
"958",7759404,"mid","F","BGD MID","Y","N",950,200808,"High","High","High",200902,"High","High","On Campus","1",59,"high","High School","High School","Bachelors","mid","mid","high","high","high","high","low","mid",0.714285714285714,1
"959",7868340,"mid","F","BGD MID","Y","N",910,201008,"High","High","High",201102,"High","High","On Campus","1",90,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"960",7797235,"mid","F","BGD HIGH","Y","N",870,200608,"High","High","High",200702,"High","High","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","mid","high","low",1,1
"961",7807679,"mid","M","BGD HIGH","Y","N",1150,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","mid","mid",0.866666666666667,1
"962",7900582,"mid","F","BGD MID","Y","N",1190,200808,"High","High","High",200902,"High","High","On Campus","1",0,"mid","High School","College/Beyond","Bachelors","mid","mid","high","high","mid","high","mid","mid",1,1
"963",7838885,"mid","M","BGD MID","Y","N",970,200508,"High","High","High",200602,"High","High","On Campus","1",90,"high","High School","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,0.8
"964",7925915,"mid","F","BGD HIGH","Y","N",950,200708,"High","High","Mid",200802,"High","High","Off Campus","1",69,"low","High School","High School","Bachelors","mid","low","high","high","low","low","low","low",0.428571428571429,1
"965",7972846,"mid","F","BGD HIGH","Y","N",990,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","low","mid","high","high","mid","high","mid","high",1,0.692307692307692
"966",7972463,"low","F","BGD HIGH","Y","N",1190,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","mid",1,1
"967",7908372,"mid","M","BGD HIGH","N","Y",970,201008,"High","High","High",201102,"High","High","On Campus","1",0,"mid","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,0.75
"968",7768597,"mid","F","BGD MID","Y","N",590,200708,"High","High","High",200802,"High","High","On Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"969",8031375,"mid","M","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"mid","College/Beyond","High School","Bachelors","mid","mid","high","high","mid","high","mid","mid",1,1
"970",7997603,"mid","M","BGD HIGH","Y","N",970,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"low","High School","High School","Bachelors","low","mid","high","high","low","low","low","low",0.916666666666667,1
"971",7914575,"mid","M","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","Off Campus","1",69,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"972",7931122,"low","M","BGD HIGH","Y","N",1110,200508,"High","High","High",200602,"High","High","On Campus","1",237,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"973",7802675,"mid","F","BGD HIGH","Y","N",1030,200508,"High","High","High",200602,"High","High","On Campus","1",90,"high","No Information","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,1
"974",7969305,"mid","F","BGD HIGH","Y","N",1150,200508,"High","High","Mid",200602,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"975",7758870,"low","F","BGD HIGH","Y","N",1070,200508,"High","High","High",200602,"High","High","On Campus","1",138,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"976",8023317,"mid","F","BGD HIGH","Y","N",990,200508,"High","High","High",200602,"High","High","On Campus","1",69,"low","High School","High School","Bachelors","mid","high","high","high","mid","mid","low","high",1,0.8125
"977",8034112,"mid","F","BGD HIGH","Y","N",950,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"978",8023929,"mid","F","BGD HIGH","Y","N",950,200608,"High","High","High",200702,"High","High","On Campus","1",150,"mid","College/Beyond","No Information","Bachelors","mid","high","high","high","low","mid","high","low",1,0.75
"979",7975412,"mid","F","BGD MID","Y","N",990,200608,"High","High","Mid",200702,"High","High","Off Campus","0",0,"high","High School","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.75,1
"980",8021475,"mid","M","BGD HIGH","Y","N",1110,200608,"High","High","Mid",200702,"High","High","Off Campus","1",150,"mid","College/Beyond","High School","Bachelors","mid","mid","high","high","mid","mid","mid","mid",1,1
"981",7952724,"mid","F","BGD HIGH","Y","N",530,200608,"High","High","High",200702,"High","High","Off Campus","1",150,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,0.941176470588235
"982",7902361,"low","F","BGD MID","Y","N",870,200608,"High","High","High",200702,"High","High","On Campus","0",150,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"983",7936347,"mid","F","BGD MID","Y","N",910,200608,"High","High","High",200702,"High","High","On Campus","1",188,"low","College/Beyond","High School","Bachelors","low","mid","high","high","mid","mid","low","mid",1,0.733333333333333
"984",7989653,"low","F","BGD MID","Y","N",830,200608,"High","High","High",200702,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"985",7814248,"mid","M","BGD HIGH","N","N",1070,200608,"High","High","Mid",200702,"High","High","Off Campus","1",0,"high","High School","High School","Bachelors","mid","high","high","high","low","mid","high","low",0.933333333333333,1
"986",7783558,"low","M","BGD HIGH","Y","N",1070,200608,"High","High","High",200702,"High","High","On Campus","1",69,"high","No Information","No Information","Bachelors","high","mid","high","high","low","low","low","low",0.5625,1
"987",7814935,"mid","F","BGD HIGH","Y","N",910,200708,"High","High","High",200802,"High","High","Off Campus","0",0,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","mid","high","low",0.8,1
"988",7887644,"mid","M","BGD MID","Y","N",1030,200708,"High","High","High",200802,"High","High","Off Campus","1",150,"mid","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"989",7792609,"mid","F","BGD MID","Y","N",910,200708,"High","High","High",200802,"High","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,0.933333333333333
"990",7773780,"mid","M","BGD HIGH","Y","N",950,200808,"High","High","Mid",200902,"High","High","On Campus","1",69,"high","Middle School/Junior High","High School","Bachelors","mid","high","high","high","high","high","low","mid",1,0.631578947368421
"991",8032789,"mid","M","BGD HIGH","Y","N",1220,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","high","high","low",1,1
"992",7927702,"mid","M","BGD HIGH","Y","N",1190,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","mid","high","mid","low",1,1
"993",7950474,"mid","F","BGD MID","Y","N",970,200808,"High","High","High",200902,"High","High","Off Campus","1",0,"low","College/Beyond","No Information","Bachelors","low","mid","high","high","high","mid","low","high",1,1
"994",7883033,"mid","M","BGD HIGH","Y","N",1190,200808,"High","High","High",200902,"High","High","Off Campus","1",0,"low","College/Beyond","College/Beyond","Associate","low","mid","high","high","low","low","low","low",1,0.789473684210526
"995",7963312,"mid","F","BGD HIGH","Y","N",1110,200908,"High","High","High",201002,"High","High","On Campus","1",138,"mid","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","high","mid","low",1,1
"996",7956279,"mid","F","BGD HIGH","Y","N",970,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","high","mid","high","high","mid","high","mid","mid",0.75,1
"997",7952250,"mid","F","BGD HIGH","Y","N",1030,200908,"High","High","Mid",201002,"High","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","high","high","low",1,1
"998",8017566,"mid","F","BGD HIGH","Y","N",950,200908,"High","High","Mid",201002,"High","High","Off Campus","0",69,"high","Middle School/Junior High","High School","Bachelors","mid","mid","high","high","mid","high","mid","high",0.692307692307692,1
"999",7973361,"mid","F","BGD HIGH","Y","N",1150,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","low","mid","high","high","low","high","high","low",1.33333333333333,1
"1000",7829124,"mid","M","BGD HIGH","Y","N",1260,200908,"High","High","Mid",201002,"High","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","high","high","low",1,1
"1001",7901866,"mid","M","BGD HIGH","Y","N",950,200908,"High","High","High",201002,"High","High","On Campus","0",150,"low","High School","High School","Bachelors","mid","high","high","high","high","high","low","high",1,1
"1002",7993153,"mid","F","BGD HIGH","Y","N",1220,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","high","high","low",1,1
"1003",8019241,"mid","F","BGD HIGH","Y","N",990,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"mid","High School","College/Beyond","Bachelors","mid","mid","high","high","high","high","low","high",1,1
