"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"2843",7766573,"mid","F","BGD MID","Y","N",990,200908,"Low","High","High",201002,"Low","Low","On Campus","0",190,"low","College/Beyond","College/Beyond","Bachelors","high","mid","high","mid","low","mid","mid","low",0.5625,0.4
"2844",7803138,"mid","M","BGD HIGH","Y","N",1220,200908,"Low","High","High",201002,"Low","Low","Off Campus","1",69,"low","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",0.8,0.538461538461538
"2845",7871171,"low","F","BGD HIGH","Y","N",1070,201008,"Mid","Mid","High",201102,"Low","Low","Off Campus","0",69,"high","College/Beyond","High School","Bachelors","high","mid","high","low","low","low","low","low",0.75,0.25
"2846",7879684,"mid","M","BGD LOW","Y","N",910,201008,"Mid","Mid","High",201102,"Low","Low","Off Campus","1",69,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.692307692307692,0.538461538461538
"2847",7967260,"mid","F","BGD HIGH","Y","N",950,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","0",69,"low","High School","High School","Bachelors","high","high","high","high","low","mid","high","low",1,0.625
"2848",7839881,"mid","F","BGD HIGH","Y","N",950,200708,"Mid","Mid","High",200802,"Low","Low","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","low","low","low","low","low",1,0
"2849",8027552,"mid","M","BGD HIGH","Y","N",1030,200608,"Mid","Mid","Mid",200702,"Low","Low","Off Campus","1",0,"low","High School","College/Beyond","Bachelors","low","mid","high","mid","low","low","mid","low",1,0.5
"2850",7913859,"mid","F","BGD HIGH","Y","N",990,200908,"Mid","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"mid","High School","High School","Bachelors","mid","mid","high","mid","low","mid","mid","low",1,0.444444444444444
"2851",7945743,"mid","F","BGD MID","Y","N",950,201008,"Mid","Mid","High",201102,"Low","Low","On Campus","0",150,"low","College/Beyond","High School","Bachelors","mid","mid","high","low","low","low","low","low",0.533333333333333,0.157894736842105
"2852",7954863,"mid","F","BGD HIGH","N","N",910,200608,"Mid","Mid","High",200702,"Low","Low","Off Campus","1",0,"low","No Information","No Information","Bachelors","high","high","high","low","low","low","low","low",1,0.1875
"2853",7902262,"low","F","BGD MID","Y","N",910,200808,"Mid","Mid","High",200902,"Low","Low","On Campus","1",138,"low","College/Beyond","High School","Bachelors","mid","mid","high","high","mid","high","mid","high",0.714285714285714,0.5625
"2854",7961474,"mid","F","BGD HIGH","N","N",950,200808,"Mid","Mid","Mid",200902,"Low","Low","On Campus","0",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","low","low",0.923076923076923,0.470588235294118
"2855",8034276,"mid","F","BGD HIGH","Y","N",970,201008,"Mid","Mid","Mid",201102,"Low","Low","On Campus","0",90,"mid","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",0.714285714285714,0.5
"2856",7911557,"mid","F","BGD HIGH","Y","N",1110,201008,"Mid","Mid","High",201102,"Low","Low","On Campus","0",138,"low","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",1,0.538461538461538
"2857",7794283,"mid","F","BGD MID","Y","N",870,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","1",90,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","low","high","high","low","high",0.8,0.2
"2858",7894020,"mid","F","BGD MID","Y","N",970,200908,"Mid","Mid","High",201002,"Low","Low","On Campus","1",150,"low","No Information","No Information","Bachelors","mid","mid","high","low","low","low","low","low",0.769230769230769,0
"2859",7914010,"mid","F","BGD MID","Y","N",970,200608,"Mid","Mid","Mid",200702,"Low","Low","On Campus","1",59,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.6
"2860",7959118,"mid","F","BGD HIGH","Y","N",910,200808,"Mid","Mid","Mid",200902,"Low","Low","Off Campus","0",69,"high","High School","Middle School/Junior High","Bachelors","mid","mid","high","mid","mid","high","mid","mid",0.769230769230769,0.5
"2861",7994259,"low","M","BGD HIGH","Y","N",1150,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",0,"high","High School","No Information","Bachelors","high","high","high","low","low","low","low","low",1,0.285714285714286
"2862",7796935,"mid","F","BGD LOW","N","N",970,200808,"Mid","Mid","High",200902,"Low","Low","Off Campus","0",0,"mid","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",1,0.315789473684211
"2863",7853848,"mid","F","BGD HIGH","Y","N",970,200608,"Mid","Mid","High",200702,"Low","Low","On Campus","1",150,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","mid","mid","low","high",0.8,0.5
"2864",7849123,"mid","F","BGD HIGH","N","N",990,200908,"Mid","Mid","Mid",201002,"Low","Low","Off Campus","0",0,"mid","College/Beyond","High School","Bachelors","mid","low","high","low","high","high","low","high",0.461538461538462,0.214285714285714
"2865",7827831,"mid","F","BGD HIGH","Y","N",970,200808,"Mid","Mid","Mid",200902,"Low","Low","Off Campus","0",0,"mid","No Information","No Information","Bachelors","low","mid","mid","low","low","low","low","low",0.75,0
"2866",7983995,"mid","F","BGD HIGH","N","N",910,200508,"Mid","Mid","Mid",200602,"Low","Low","Off Campus","0",0,"low","High School","College/Beyond","Bachelors","low","mid","high","mid","high","high","low","high",1,0.5
"2867",7916886,"mid","M","BGD HIGH","Y","N",870,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","1",150,"low","Other/Unknown","College/Beyond","Bachelors","high","high","high","mid","mid","high","mid","high",1,0.538461538461538
"2868",7869734,"mid","F","BGD HIGH","Y","N",990,200908,"Mid","Mid","Mid",201002,"Low","Low","Off Campus","0",69,"mid","High School","High School","Bachelors","mid","high","high","low","high","high","low","mid",1,0.25
"2869",7831185,"mid","M","BGD MID","Y","N",870,200908,"Mid","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"low","No Information","High School","Bachelors","mid","mid","high","low","high","high","low","high",0.692307692307692,0
"2870",7938676,"low","M","BGD MID","Y","N",990,201008,"Mid","Mid","Mid",201102,"Low","Low","On Campus","1",138,"low","High School","No Information","Bachelors","mid","mid","high","low","low","low","low","low",1,0.25
"2871",7773142,"mid","F","BGD MID","Y","N",990,201008,"Mid","Mid","Mid",201102,"Low","Low","On Campus","1",150,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.714285714285714,0.571428571428571
"2872",7756224,"mid","M","BGD HIGH","Y","N",1110,201008,"Mid","Mid","High",201102,"Low","Low","Off Campus","0",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","low","low","low","low","low",1,0.363636363636364
"2873",7931085,"mid","F","BGD MID","Y","N",830,200808,"Mid","Mid","Mid",200902,"Low","Low","On Campus","1",150,"mid","High School","High School","Bachelors","mid","high","high","mid","mid","high","mid","mid",1,0.4375
"2874",7867446,"mid","F","BGD MID","Y","N",950,201008,"Mid","Mid","Mid",201102,"Low","Low","On Campus","0",150,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.533333333333333,0.538461538461538
"2875",7896642,"mid","F","BGD MID","Y","N",950,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","0",150,"high","High School","High School","Bachelors","mid","high","high","high","high","high","low","high",1,0.5625
"2876",7793772,"mid","M","BGD MID","Y","N",1260,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","mid","low","low","low","low",1,0.428571428571429
"2877",8022910,"mid","F","BGD HIGH","Y","N",950,200608,"Low","Mid","High",200702,"Low","Low","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","low","mid","mid","mid","mid",0.75,0.25
"2878",7791584,"mid","F","BGD MID","Y","N",910,200908,"Low","Mid","High",201002,"Low","Low","On Campus","0",0,"low","Other/Unknown","Other/Unknown","Bachelors","mid","mid","high","low","high","high","low","high",0.769230769230769,0.25
"2879",7823908,"mid","F","BGD MID","Y","N",950,200608,"Low","Mid","High",200702,"Low","Low","Off Campus","0",0,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","low","low",0.769230769230769,0.5
"2880",7785463,"mid","F","BGD MID","Y","N",640,201008,"Low","Mid","High",201102,"Low","Low","On Campus","0",138,"low","High School","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",0.75,0.375
"2881",7902359,"mid","F","BGD MID","Y","N",1190,200608,"Low","Mid","High",200702,"Low","Low","On Campus","1",150,"low","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.769230769230769,0.526315789473684
"2882",7880772,"mid","M","BGD HIGH","Y","N",1110,200808,"Low","Mid","High",200902,"Low","Low","Off Campus","0",69,"high","No Information","No Information","Bachelors","low","mid","high","low","low","low","low","low",0.75,0
"2883",7997779,"mid","M","BGD HIGH","Y","N",970,201008,"Low","Mid","High",201102,"Low","Low","On Campus","0",150,"mid","No Information","No Information","Bachelors","high","mid","high","high","low","low","low","low",0.5625,0.714285714285714
"2884",7956643,"mid","M","BGD MID","Y","N",950,200908,"Low","Mid","Mid",201002,"Low","Low","On Campus","0",138,"low","High School","High School","Bachelors","low","low","high","low","low","mid","mid","mid",0.5,0.176470588235294
"2885",7998094,"low","M","BGD HIGH","N","N",1030,200908,"Low","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"high","High School","High School","Bachelors","high","mid","high","mid","low","low","low","low",0.5625,0.571428571428571
"2886",8003052,"mid","M","BGD HIGH","Y","N",1070,200608,"Low","Mid","Mid",200702,"Low","Low","On Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","high","low",0.769230769230769,0.538461538461538
"2887",7825819,"low","F","BGD MID","N","N",970,200608,"Mid","Mid","Mid",200702,"Low","Low","Off Campus","0",0,"mid","High School","College/Beyond","Bachelors","high","high","high","low","low","low","low","low",0.823529411764706,0
"2888",7964862,"mid","M","BGD HIGH","N","N",830,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",0,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.692307692307692,0.538461538461538
"2889",7942514,"mid","F","BGD HIGH","Y","N",910,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",1,0.538461538461538
"2890",7934722,"mid","F","BGD MID","Y","N",950,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","low","low","low","mid","low",0.533333333333333,0.2
"2891",7782060,"mid","M","BGD MID","Y","N",990,201008,"Mid","Mid","High",201102,"Low","Low","On Campus","1",138,"low","High School","High School","Bachelors","mid","low","high","low","low","low","low","low",0.538461538461538,0.133333333333333
"2892",7894858,"mid","F","BGD HIGH","Y","N",970,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","0",150,"low","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","mid","low",1,0.5625
"2893",8007814,"mid","F","BGD MID","Y","N",910,200908,"Mid","Mid","Mid",201002,"Low","Low","Off Campus","0",0,"low","High School","High School","Bachelors","mid","high","high","mid","high","high","low","high",1,0.5
"2894",7934604,"mid","F","BGD MID","Y","N",950,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",0,"low","Other/Unknown","High School","Bachelors","high","high","high","low","low","low","mid","low",0.789473684210526,0.166666666666667
"2895",7776740,"mid","F","BGD HIGH","Y","N",1030,200508,"Mid","Mid","Mid",200602,"Low","Low","On Campus","1",0,"low","High School","High School","Bachelors","low","low","high","high","low","low","low","low",0.5,0.6
"2896",8015903,"mid","F","BGD MID","Y","N",950,200908,"Mid","Mid","Mid",201002,"Low","Low","On Campus","0",138,"low","Other/Unknown","Other/Unknown","Bachelors","mid","high","high","high","mid","high","mid","high",1,0.6
"2897",7945999,"mid","M","BGD MID","Y","N",970,200708,"Mid","Mid","Mid",200802,"Low","Low","On Campus","0",150,"low","No Information","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","mid",1,0.666666666666667
"2898",7960521,"mid","F","BGD MID","Y","N",970,200808,"Mid","Mid","Mid",200902,"Low","Low","Off Campus","1",0,"low","Other/Unknown","College/Beyond","Bachelors","mid","low","high","low","low","low","low","low",0.307692307692308,0.2
"2899",7870780,"mid","F","BGD HIGH","Y","N",1030,200708,"Mid","Mid","Mid",200802,"Low","Low","Off Campus","1",69,"low","College/Beyond","No Information","Bachelors","mid","low","high","mid","low","low","low","low",0.142857142857143,0.5
"2900",7939148,"mid","M","BGD MID","Y","N",870,200908,"Low","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","low","low","high","mid","low","mid","mid","mid",0,0.4
"2901",8030233,"mid","M","BGD MID","Y","N",870,201008,"Low","Mid","High",201102,"Low","Low","Off Campus","1",0,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","low","low","low","low","low",0.692307692307692,0
"2902",7803552,"low","F","BGD MID","Y","N",910,200708,"Low","Mid","Mid",200802,"Low","Low","On Campus","1",222,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","low","mid","high","low",0.8,0.294117647058824
"2903",7910727,"mid","F","BGD MID","Y","N",970,200908,"Low","Mid","Mid",201002,"Low","Low","On Campus","1",0,"high","Other/Unknown","Other/Unknown","Bachelors","mid","low","high","mid","high","high","low","mid",0.5,0.5
"2904",7892205,"mid","M","BGD HIGH","Y","N",950,200908,"Low","Mid","Mid",201002,"Low","Low","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","low","low","high","mid","mid","high","mid","high",0.416666666666667,0.571428571428571
"2905",8016344,"mid","M","BGD MID","Y","N",970,200608,"Low","Mid","Mid",200702,"Low","Low","Off Campus","1",150,"low","College/Beyond","High School","Bachelors","mid","mid","high","mid","low","low","low","low",0.615384615384615,0.571428571428571
"2906",7994754,"low","F","BGD MID","Y","N",990,200708,"Low","Mid","Mid",200802,"Low","Low","Off Campus","0",138,"low","No Information","No Information","Bachelors","mid","low","high","low","low","mid","low","low",0.2,0.25
"2907",7975892,"low","F","BGD MID","Y","N",970,200808,"Low","Mid","Mid",200902,"Low","Low","Off Campus","0",0,"low","College/Beyond","No Information","Bachelors","mid","mid","high","low","low","low","low","low",0.533333333333333,0.166666666666667
"2908",7997534,"low","M","BGD HIGH","Y","N",1070,200808,"Low","Mid","Mid",200902,"Low","Low","Off Campus","1",69,"high","No Information","No Information","Bachelors","low","mid","high","mid","low","mid","low","low",0.75,0.538461538461538
"2909",7951018,"low","M","BGD HIGH","Y","N",950,201008,"Low","Mid","Mid",201102,"Low","Low","On Campus","0",150,"low","High School","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",0.75,0.454545454545455
"2910",7944237,"mid","M","BGD HIGH","Y","N",1190,200908,"Low","Mid","High",201002,"Low","Low","Off Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","mid","mid","mid","mid",0.75,0.5
"2911",8036359,"mid","F","BGD HIGH","Y","N",1070,200608,"Low","Mid","Mid",200702,"Low","Low","Off Campus","1",69,"low","College/Beyond","High School","Bachelors","high","mid","high","low","mid","mid","mid","high",0.5625,0
"2912",7809439,"mid","M","BGD MID","N","N",990,200908,"Low","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"low","High School","College/Beyond","Bachelors","low","mid","high","low","low","low","low","low",1,0
"2913",7983491,"mid","F","BGD HIGH","Y","N",950,200908,"Low","Mid","Mid",201002,"Low","Low","Off Campus","1",0,"low","High School","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.8,0.4
"2914",7994146,"mid","M","BGD HIGH","Y","N",910,201008,"Low","Mid","Mid",201102,"Low","Low","On Campus","0",69,"mid","High School","High School","Bachelors","mid","mid","high","mid","low","low","low","low",0.769230769230769,0.571428571428571
"2915",7984984,"mid","M","BGD HIGH","Y","N",910,200508,"Low","Mid","Mid",200602,"Low","Low","Off Campus","0",69,"low","College/Beyond","College/Beyond","Bachelors","mid","mid","high","mid","low","low","low","low",0.615384615384615,0.384615384615385
"2916",7939367,"low","F","BGD MID","Y","N",870,201008,"Low","Mid","Mid",201102,"Low","Low","On Campus","0",138,"low","Middle School/Junior High","College/Beyond","Bachelors","low","low","high","mid","low","low","low","low",0.416666666666667,0.5
"2917",7979165,"mid","F","BGD HIGH","N","N",870,200808,"Low","Mid","Mid",200902,"Low","Low","On Campus","1",0,"low","High School","High School","Bachelors","mid","mid","high","mid","mid","mid","low","mid",0.769230769230769,0.4
"2918",7767371,"mid","F","BGD MID","Y","N",870,201008,"Low","Low","Mid",201102,"Low","Low","On Campus","0",90,"low","High School","High School","Bachelors","mid","low","high","low","low","low","low","low",0.133333333333333,0.307692307692308
"2919",7839641,"low","F","BGD MID","N","N",870,201008,"Low","Low","Mid",201102,"Low","Low","On Campus","0",90,"low","No Information","No Information","Bachelors","mid","low","high","low","low","low","low","low",0.230769230769231,0
"2920",7994351,"mid","F","BGD HIGH","Y","N",910,200608,"Low","Low","Mid",200702,"Low","Low","On Campus","0",138,"low","No Information","No Information","Bachelors","mid","low","high","low","low","mid","low","low",0.0666666666666667,0.1875
"2921",7902626,"low","F","BGD MID","Y","N",1030,201008,"Low","Low","Mid",201102,"Low","Low","On Campus","1",0,"high","High School","High School","Bachelors","low","low","high","low","low","low","low","low",0.5,0.166666666666667
"2922",7818036,"mid","M","BGD HIGH","Y","N",1110,200508,"Low","Low","Mid",200602,"Low","Low","Off Campus","1",69,"mid","No Information","No Information","Bachelors","mid","low","high","low","low","low","low","low",0.538461538461538,0.157894736842105
"2923",7892414,"mid","M","BGD MID","Y","N",790,201008,"Low","Low","Low",201102,"Low","Low","On Campus","1",59,"low","College/Beyond","College/Beyond","Bachelors","mid","low","high","high","low","low","low","low",0.214285714285714,0.6
"2924",7967940,"mid","F","BGD HIGH","Y","N",1030,201008,"Low","Low","High",201102,"Low","Low","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","low","low",0.692307692307692,0.625
"2925",7995171,"mid","M","BGD MID","Y","N",1070,200808,"Low","Low","Mid",200902,"Low","Low","Off Campus","1",0,"low","Middle School/Junior High","College/Beyond","Bachelors","mid","low","high","mid","high","mid","low","high",0.538461538461538,0.4375
"2926",8012255,"mid","M","BGD MID","Y","N",830,200908,"Low","Low","Mid",201002,"Low","Low","Off Campus","1",0,"low","Other/Unknown","High School","Career Associate","mid","low","high","low","low","low","mid","low",0.538461538461538,0.333333333333333
"2927",7842378,"mid","M","BGD LOW","Y","N",970,201008,"Low","Low","Mid",201102,"Low","Low","On Campus","0",90,"low","College/Beyond","High School","Bachelors","high","low","high","mid","low","low","low","low",0.388888888888889,0.5
"2928",7987670,"mid","M","BGD HIGH","N","N",990,200508,"Low","Low","Mid",200602,"Low","Low","Off Campus","1",0,"high","Other/Unknown","College/Beyond","Bachelors","mid","mid","high","low","mid","mid","low","high",0.6,0.230769230769231
"2929",8005430,"mid","F","BGD HIGH","Y","N",970,200708,"Low","Low","Mid",200802,"Low","Low","Off Campus","1",0,"mid","Other/Unknown","College/Beyond","Bachelors","mid","low","high","high","high","mid","low","high",0.4,0.588235294117647
"2930",7793936,"mid","F","BGD MID","Y","N",830,200808,"Low","Low","Mid",200902,"Low","Low","On Campus","1",0,"low","College/Beyond","High School","Bachelors","low","low","high","low","low","low","low","low",0.25,0
"2931",7767620,"mid","M","BGD HIGH","Y","N",970,200708,"High","Low","High",200802,"Low","Low","Off Campus","0",69,"mid","No Information","No Information","Bachelors","low","low","high","low","low","mid","low","low",0.5,0.166666666666667
"2932",8017378,"mid","M","BGD HIGH","Y","N",990,200708,"High","Low","Mid",200802,"Low","Low","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","mid","low","high","mid","low","mid","mid","low",0.357142857142857,0.5
"2933",7854417,"mid","M","BGD HIGH","Y","N",1150,200808,"Low","Low","Low",200902,"Low","Low","On Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","low","low","high","low","mid","high","mid","mid",0.5,0.25
"2934",7893412,"mid","M","BGD MID","Y","N",740,200608,"High","Mid","Mid",200702,"Low","Low","Off Campus","1",0,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","low","low","low","low","low",1,0.25
"2935",7979050,"mid","M","BGD MID","Y","N",990,200908,"High","Mid","Mid",201002,"Low","Low","On Campus","0",69,"low","High School","High School","Bachelors","low","low","high","mid","low","mid","high","low",0.583333333333333,0.315789473684211
"2936",7922554,"mid","M","BGD HIGH","Y","N",830,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","1",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","low","low","low","low",0.666666666666667,0.625
"2937",8003699,"mid","M","BGD MID","Y","N",910,201008,"Mid","Mid","Mid",201102,"Low","Low","Off Campus","0",0,"low","College/Beyond","High School","Bachelors","mid","low","high","low","low","low","low","low",0.461538461538462,0.230769230769231
"2938",8034493,"mid","M","BGD HIGH","Y","N",950,200808,"Low","Mid","Mid",200902,"Low","Low","Off Campus","0",69,"low","No Information","No Information","Bachelors","low","low","high","low","low","low","low","low",0.166666666666667,0.0833333333333333
"2939",7803094,"mid","F","BGD HIGH","Y","N",1070,200708,"Low","Mid","Mid",200802,"Low","Low","Off Campus","0",69,"low","Middle School/Junior High","College/Beyond","Bachelors","low","low","high","low","low","mid","high","low",0.5,0
"2940",7851271,"mid","F","BGD HIGH","Y","N",1150,201008,"Mid","High","High",201102,"Low","Low","Off Campus","0",69,"low","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",1,0.4
"2941",7931276,"mid","F","BGD HIGH","N","N",1220,201008,"Mid","Mid","High",201102,"Low","Low","Off Campus","1",0,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","mid","low","low","low","low",1,0.538461538461538
"2942",7864619,"mid","F","BGD HIGH","Y","N",950,201008,"Mid","Mid","High",201102,"Low","Low","On Campus","0",117,"low","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,0.769230769230769
"2943",7779176,"mid","M","BGD MID","Y","N",1110,200808,"Mid","Mid","Mid",200902,"Low","Low","Off Campus","1",69,"low","Other/Unknown","College/Beyond","Bachelors","mid","high","high","low","low","low","low","low",1,0
"2944",8011641,"low","M","BGD HIGH","Y","N",1190,200808,"Mid","Mid","High",200902,"Low","Low","On Campus","0",150,"mid","College/Beyond","High School","Bachelors","mid","mid","high","mid","low","mid","mid","low",0.769230769230769,0.5
"2945",7840021,"mid","F","BGD MID","Y","N",870,200908,"Low","Mid","High",201002,"Low","Low","On Campus","0",0,"high","Other/Unknown","High School","Bachelors","high","high","high","low","high","high","low","mid",0.823529411764706,0.166666666666667
"2946",7828454,"mid","F","BGD HIGH","Y","N",970,200908,"Mid","Mid","High",201002,"Low","Low","Off Campus","1",69,"low","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,0.647058823529412
"2947",7903148,"low","M","BGD HIGH","N","N",990,200808,"Low","Low","Low",200902,"Low","Low","Off Campus","0",69,"mid","College/Beyond","College/Beyond","Bachelors","high","low","high","high","low","high","mid","mid",0.25,0.611111111111111
"2948",7899031,"mid","F","BGD HIGH","N","N",990,200908,"Low","Low","Low",201002,"Low","Low","Off Campus","1",0,"mid","College/Beyond","High School","Bachelors","mid","low","high","low","high","high","low","mid",0.214285714285714,0.25
"2949",7959009,"mid","M","BGD MID","Y","N",910,200708,"Low","Low","Mid",200802,"Low","Low","Off Campus","0",0,"low","High School","College/Beyond","Bachelors","low","low","high","high","mid","mid","low","mid",0.0833333333333333,0.6
"2950",7809910,"mid","M","BGD HIGH","Y","N",1110,200908,"High","Mid","Mid",201002,"Low","Low","On Campus","0",90,"low","High School","College/Beyond","Bachelors","mid","mid","high","low","low","mid","mid","low",0.714285714285714,0.25
"2951",7861143,"mid","F","BGD HIGH","Y","N",870,200808,"Mid","High","Mid",200902,"High","Low","On Campus","1",150,"low","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.714285714285714,0.8
"2952",8015308,"mid","F","BGD MID","Y","N",830,200808,"Mid","High","High",200902,"High","Low","Off Campus","1",69,"high","Other/Unknown","Other/Unknown","Bachelors","mid","high","high","high","high","high","low","mid",1,0.785714285714286
"2953",7799065,"mid","M","BGD MID","Y","N",910,200808,"Mid","High","Mid",200902,"High","Low","Off Campus","0",69,"low","High School","High School","Bachelors","mid","mid","high","mid","mid","mid","mid","mid",0.533333333333333,0.454545454545455
"2954",7838015,"mid","F","BGD MID","Y","N",970,200808,"Low","High","Mid",200902,"High","Low","On Campus","1",90,"low","High School","College/Beyond","Bachelors","low","mid","high","low","low","mid","high","low",0.75,0.25
"2955",8036667,"low","F","BGD HIGH","Y","N",870,200608,"Mid","Mid","High",200702,"High","Low","Off Campus","1",69,"mid","No Information","No Information","Bachelors","mid","high","high","mid","low","low","low","low",1,0.571428571428571
"2956",8030894,"mid","F","BGD HIGH","Y","N",970,200808,"Low","Mid","High",200902,"High","Low","Off Campus","1",69,"low","High School","College/Beyond","Bachelors","low","low","high","low","low","low","low","low",0.5,0.333333333333333
"2957",7952645,"mid","M","BGD MID","Y","N",1070,200808,"Mid","Mid","High",200902,"Low","Low","On Campus","0",138,"high","High School","High School","Bachelors","mid","mid","high","low","mid","mid","low","mid",1,0.214285714285714
"2958",7914644,"mid","F","BGD HIGH","Y","N",990,200508,"Mid","High","High",200602,"Low","Low","Off Campus","0",69,"high","No Information","No Information","Bachelors","low","mid","high","mid","low","low","low","low",1,0.5
"2959",8023478,"mid","F","BGD MID","Y","N",870,200808,"Mid","Mid","High",200902,"High","Low","Off Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.733333333333333,0.866666666666667
"2960",7837771,"mid","M","BGD MID","Y","N",990,200808,"Low","Low","Low",200902,"Low","Low","On Campus","0",69,"mid","Other/Unknown","College/Beyond","Bachelors","mid","low","high","low","mid","mid","low","mid",0.230769230769231,0.1
"2961",7773547,"mid","F","BGD HIGH","Y","N",970,200808,"Low","Low","Mid",200902,"Low","Low","Off Campus","0",188,"low","High School","College/Beyond","Bachelors","mid","mid","high","low","low","low","low","low",0.692307692307692,0.1
"2962",7968573,"mid","F","BGD HIGH","Y","N",1190,200608,"High","High","High",200702,"High","Mid","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","high","low",1,1
"2963",7972360,"mid","M","BGD MID","Y","N",970,200608,"High","High","High",200702,"High","Mid","Off Campus","1",69,"high","No Information","No Information","Bachelors","low","mid","high","high","low","low","low","low",1,0.714285714285714
"2964",7895937,"mid","F","BGD HIGH","N","Y",1380,200908,"High","High","High",201002,"High","Mid","On Campus","0",99.8251851851852,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",1,1
